index,data,valor
318,2015-06-24,7291.79
319,2015-06-25,8048.41
320,2015-06-26,10458.86
321,2015-06-27,15822.10
322,2015-06-28,16764.97
323,2015-06-29,8365.59
324,2015-06-30,7730.96
325,2015-07-01,10399.32
326,2015-07-02,10858.37
327,2015-07-03,12750.90
328,2015-07-04,19055.85
329,2015-07-05,22909.43
330,2015-07-06,9281.63
331,2015-07-07,10160.85
332,2015-07-08,11297.20
333,2015-07-09,9264.94
334,2015-07-10,12000.65
335,2015-07-11,17353.14
336,2015-07-12,17892.31
337,2015-07-13,10449.99
338,2015-07-14,9996.33
339,2015-07-15,10509.48
340,2015-07-16,12995.90
341,2015-07-17,14640.65
342,2015-07-18,19560.11
343,2015-07-19,15360.69
344,2015-07-20,10295.10
345,2015-07-21,9357.71
346,2015-07-22,12758.74
347,2015-07-23,11460.65
348,2015-07-24,13002.60
349,2015-07-25,16604.52
350,2015-07-26,17875.09
351,2015-07-27,10832.33
352,2015-07-28,8793.15
353,2015-07-29,10462.11
354,2015-07-30,10030.99
355,2015-07-31,14364.74
356,2015-08-01,18900.60
357,2015-08-02,15865.46
358,2015-08-03,8345.69
359,2015-08-04,8524.15
360,2015-08-05,8846.82
361,2015-08-06,8245.83
362,2015-08-07,12062.79
363,2015-08-08,20631.64
364,2015-08-09,17084.97
365,2015-08-10,7997.83
366,2015-08-11,7068.99
367,2015-08-12,6627.61
368,2015-08-13,7264.20
369,2015-08-14,11926.17
370,2015-08-15,9378.85
371,2015-08-16,17272.84
372,2015-08-17,6274.02
373,2015-08-18,6384.63
374,2015-08-19,6276.91
375,2015-08-20,7290.32
376,2015-08-21,9856.77
377,2015-08-22,16755.94
378,2015-08-23,17187.58
379,2015-08-24,5384.68
380,2015-08-25,6092.53
381,2015-08-26,6450.51
382,2015-08-27,10611.61
383,2015-08-28,10556.37
384,2015-08-29,14609.38
385,2015-08-30,14735.61
386,2015-08-31,6894.01
387,2015-09-01,6900.62
388,2015-09-02,6996.53
389,2015-09-03,8297.69
390,2015-09-04,10628.06
391,2015-09-05,16518.64
392,2015-09-06,16219.34
393,2015-09-07,9576.22
394,2015-09-08,6694.62
395,2015-09-09,7777.83
396,2015-09-10,7098.24
397,2015-09-11,9829.76
398,2015-09-12,18354.41
399,2015-09-13,13650.73
400,2015-09-14,6995.72
401,2015-09-15,6528.96
402,2015-09-16,7122.38
403,2015-09-17,8174.82
404,2015-09-18,10163.58
405,2015-09-19,16670.08
406,2015-09-20,16362.35
407,2015-09-21,6053.13
408,2015-09-22,6672.71
409,2015-09-23,5547.32
410,2015-09-24,8130.85
411,2015-09-25,8566.87
412,2015-09-26,15592.13
413,2015-09-27,14720.31
414,2015-09-28,5386.78
415,2015-09-29,5905.00
416,2015-09-30,7337.79
417,2015-10-01,7061.05
418,2015-10-02,11262.66
419,2015-10-03,15347.06
420,2015-10-04,14288.06
421,2015-10-05,5839.39
422,2015-10-06,7438.05
423,2015-10-07,6883.43
424,2015-10-08,6841.25
425,2015-10-09,11369.42
426,2015-10-10,17929.71
427,2015-10-11,17196.03
428,2015-10-12,21114.68
429,2015-10-13,7813.63
430,2015-10-14,6982.40
431,2015-10-15,7694.41
432,2015-10-16,10633.16
433,2015-10-17,16910.80
434,2015-10-18,15683.98
435,2015-10-19,5093.55
436,2015-10-20,6647.28
437,2015-10-21,7331.50
438,2015-10-22,7866.18
439,2015-10-23,10545.55
440,2015-10-24,15193.98
441,2015-10-25,15280.40
442,2015-10-26,6323.24
443,2015-10-27,6371.43
444,2015-10-28,6502.96
445,2015-10-29,6612.96
446,2015-10-30,12095.88
447,2015-10-31,17319.07
448,2015-11-01,16590.33
449,2015-11-02,9181.51
450,2015-11-03,6976.37
451,2015-11-04,6824.19
452,2015-11-05,6898.16
453,2015-11-06,10235.68
454,2015-11-07,18905.92
455,2015-11-08,16612.22
456,2015-11-09,6599.70
457,2015-11-10,6575.42
458,2015-11-11,6736.17
459,2015-11-12,6993.13
460,2015-11-13,10462.77
461,2015-11-14,18603.77
462,2015-11-15,13798.39
463,2015-11-16,5961.80
464,2015-11-17,6787.79
465,2015-11-18,7369.35
466,2015-11-19,7754.02
467,2015-11-20,12497.02
468,2015-11-21,17056.71
469,2015-11-22,16820.74
470,2015-11-23,6443.88
471,2015-11-24,7804.22
472,2015-11-25,8708.84
473,2015-11-26,8853.36
474,2015-11-27,16955.87
475,2015-11-28,21772.95
476,2015-11-29,22566.66
477,2015-11-30,8026.47
478,2015-12-01,8105.51
479,2015-12-02,7927.39
480,2015-12-03,9417.27
481,2015-12-04,11337.34
482,2015-12-05,20903.70
483,2015-12-06,17653.32
484,2015-12-07,8703.07
485,2015-12-08,8962.64
486,2015-12-09,9322.41
487,2015-12-10,8772.55
488,2015-12-11,13307.42
489,2015-12-12,19515.88
490,2015-12-13,19542.23
491,2015-12-14,9339.45
492,2015-12-15,11487.40
493,2015-12-16,11577.27
494,2015-12-17,11987.57
495,2015-12-18,15837.73
496,2015-12-19,22777.52
497,2015-12-20,24823.13
498,2015-12-21,15797.85
499,2015-12-22,17438.93
500,2015-12-23,17966.45
501,2015-12-24,13582.12
502,2015-12-26,22808.98
503,2015-12-27,18758.06
504,2015-12-28,15424.05
505,2015-12-29,14317.71
506,2015-12-30,17462.86
507,2015-12-31,13405.14
508,2016-01-01,16106.01
509,2016-01-02,20352.33
510,2016-01-03,14943.45
511,2016-01-04,12654.02
512,2016-01-05,12322.70
513,2016-01-06,10195.41
514,2016-01-07,13701.25
515,2016-01-08,14479.16
516,2016-01-09,18292.65
517,2016-01-10,16386.81
518,2016-01-11,9317.48
519,2016-01-12,9884.07
520,2016-01-13,9984.50
521,2016-01-14,11657.45
522,2016-01-15,12858.25
523,2016-01-16,18881.50
524,2016-01-17,17018.70
525,2016-01-18,8694.80
526,2016-01-19,9391.36
527,2016-01-20,7818.30
528,2016-01-21,12161.35
529,2016-01-22,11029.01
530,2016-01-23,17132.11
531,2016-01-24,15442.70
532,2016-01-25,7529.35
533,2016-01-26,7581.50
534,2016-01-27,8936.05
535,2016-01-28,6899.49
536,2016-01-29,11207.47
537,2016-01-30,18737.25
538,2016-01-31,17135.90
539,2016-02-01,8835.86
540,2016-02-02,8851.87
541,2016-02-03,8095.16
542,2016-02-04,8620.09
543,2016-02-05,11301.57
544,2016-02-06,17256.65
545,2016-02-07,8278.45
546,2016-02-08,12337.60
547,2016-02-09,9758.35
548,2016-02-10,10629.90
549,2016-02-11,7886.40
550,2016-02-12,11148.34
551,2016-02-13,17282.03
552,2016-02-14,14540.65
553,2016-02-15,6193.50
554,2016-02-16,6068.30
555,2016-02-17,6498.90
556,2016-02-18,7131.41
557,2016-02-19,9404.77
558,2016-02-20,18956.37
559,2016-02-21,14990.50
560,2016-02-22,6496.76
561,2016-02-23,6384.61
562,2016-02-24,6271.65
563,2016-02-25,7026.32
564,2016-02-26,10978.37
565,2016-02-27,18630.45
566,2016-02-28,14449.32
567,2016-02-29,6065.83
568,2016-03-01,7437.31
569,2016-03-02,6553.80
570,2016-03-03,7380.19
571,2016-03-04,10962.46
572,2016-03-05,18932.56
573,2016-03-06,16191.90
574,2016-03-07,7105.97
575,2016-03-08,8212.06
576,2016-03-09,7020.20
577,2016-03-10,7064.66
578,2016-03-11,10583.45
579,2016-03-12,16539.18
580,2016-03-13,13319.45
581,2016-03-14,7061.16
582,2016-03-15,7685.80
583,2016-03-16,8261.00
584,2016-03-17,9497.17
585,2016-03-18,11385.81
586,2016-03-19,16627.66
587,2016-03-20,15822.62
588,2016-03-21,6515.50
589,2016-03-22,6588.10
590,2016-03-23,8257.99
591,2016-03-24,12633.02
592,2016-03-25,5286.53
593,2016-03-26,17673.92
594,2016-03-27,11079.25
595,2016-03-28,5295.60
596,2016-03-29,5905.25
597,2016-03-30,6837.75
598,2016-03-31,8083.32
599,2016-04-01,10452.28
600,2016-04-02,16854.07
601,2016-04-03,15985.07
602,2016-04-04,6868.40
603,2016-04-05,7633.10
604,2016-04-06,7604.50
605,2016-04-07,8180.93
606,2016-04-08,10651.85
607,2016-04-09,15749.27
608,2016-04-10,13796.97
609,2016-04-11,7801.73
610,2016-04-12,7464.10
611,2016-04-13,8690.38
612,2016-04-14,8303.10
613,2016-04-15,11173.80
614,2016-04-16,16916.13
615,2016-04-17,12009.00
616,2016-04-18,6806.88
617,2016-04-19,6632.26
618,2016-04-20,9763.02
619,2016-04-21,8577.45
620,2016-04-22,13961.32
621,2016-04-23,15684.41
622,2016-04-24,12780.38
623,2016-04-25,7272.20
624,2016-04-26,7091.55
625,2016-04-27,6376.97
626,2016-04-28,9871.10
627,2016-04-29,12459.51
628,2016-04-30,20438.71
629,2016-05-01,10118.10
630,2016-05-02,9098.65
631,2016-05-03,8320.12
632,2016-05-04,9082.75
633,2016-05-05,10055.88
634,2016-05-06,13664.40
635,2016-05-07,23684.15
636,2016-05-08,18997.17
637,2016-05-09,8405.30
638,2016-05-10,7537.00
639,2016-05-11,8877.31
640,2016-05-12,8251.25
641,2016-05-13,10735.71
642,2016-05-14,16083.91
643,2016-05-15,14722.72
644,2016-05-16,7583.81
645,2016-05-17,7085.92
646,2016-05-18,7865.67
647,2016-05-19,6559.69
648,2016-05-20,11576.88
649,2016-05-21,15672.44
650,2016-05-22,15232.56
651,2016-05-23,7500.95
652,2016-05-24,7463.56
653,2016-05-25,8260.34
654,2016-05-26,13682.41
655,2016-05-27,11345.30
656,2016-05-28,15076.98
657,2016-05-29,10771.30
658,2016-05-30,7472.85
659,2016-05-31,7695.59
660,2016-06-01,8098.98
661,2016-06-02,10053.70
662,2016-06-03,13595.11
663,2016-06-04,19257.61
664,2016-06-05,15576.63
665,2016-06-06,7233.56
666,2016-06-07,7051.90
667,2016-06-08,8642.32
668,2016-06-09,9472.47
669,2016-06-10,13306.95
670,2016-06-11,18709.80
671,2016-06-12,23001.84
672,2016-06-13,6846.05
673,2016-06-14,6853.52
674,2016-06-15,8377.69
675,2016-06-16,7911.56
676,2016-06-17,10405.74
677,2016-06-18,15866.62
678,2016-06-19,13144.60
679,2016-06-20,7510.04
680,2016-06-21,7434.60
681,2016-06-22,8104.93
682,2016-06-23,8933.70
683,2016-06-24,11286.87
684,2016-06-25,16783.05
685,2016-06-26,14561.44
686,2016-06-27,8343.00
687,2016-06-28,8055.33
688,2016-06-29,7886.93
689,2016-06-30,10122.69
690,2016-07-01,12482.40
691,2016-07-02,16965.38
692,2016-07-03,15570.05
693,2016-07-04,10675.00
694,2016-07-05,9986.43
695,2016-07-06,11746.41
696,2016-07-07,11764.73
697,2016-07-08,14366.57
698,2016-07-09,18583.22
699,2016-07-10,16150.09
700,2016-07-11,10997.11
701,2016-07-12,11305.57
702,2016-07-13,11132.50
703,2016-07-14,11244.14
704,2016-07-15,15221.98
705,2016-07-16,18595.65
706,2016-07-17,17270.01
707,2016-07-18,11195.81
708,2016-07-19,10506.80
709,2016-07-20,10146.20
710,2016-07-21,10168.86
711,2016-07-22,14651.09
712,2016-07-23,17111.48
713,2016-07-24,16136.76
714,2016-07-25,10323.67
715,2016-07-26,10002.18
716,2016-07-27,8984.30
717,2016-07-28,10786.49
718,2016-07-29,13646.86
719,2016-07-30,16934.43
720,2016-07-31,14201.99
721,2016-08-01,8727.50
722,2016-08-02,7275.90
723,2016-08-03,7761.30
724,2016-08-04,7577.32
725,2016-08-05,9727.66
726,2016-08-06,17831.45
727,2016-08-07,12993.94
728,2016-08-08,8046.51
729,2016-08-09,7599.50
730,2016-08-10,8228.90
731,2016-08-11,8685.65
732,2016-08-12,13271.10
733,2016-08-13,16932.00
734,2016-08-14,13552.12
735,2016-08-15,7064.30
736,2016-08-16,7609.05
737,2016-08-17,7166.40
738,2016-08-18,8054.61
739,2016-08-19,10372.71
740,2016-08-20,13896.85
741,2016-08-21,14219.81
742,2016-08-22,7330.00
743,2016-08-23,6782.10
744,2016-08-24,7152.50
745,2016-08-25,7197.42
746,2016-08-26,10312.82
747,2016-08-27,15121.56
748,2016-08-28,13145.10
749,2016-08-29,7054.13
750,2016-08-30,6364.00
751,2016-08-31,6801.61
752,2016-09-01,7490.43
753,2016-09-02,11284.96
754,2016-09-03,18220.72
755,2016-09-04,14492.40
756,2016-09-05,7605.47
757,2016-09-06,9220.07
758,2016-09-07,9287.50
759,2016-09-08,9823.25
760,2016-09-09,13774.80
761,2016-09-10,18107.37
762,2016-09-11,14402.70
763,2016-09-12,9548.50
764,2016-09-13,9726.70
765,2016-09-14,9308.75
766,2016-09-15,9499.21
767,2016-09-16,12073.00
768,2016-09-17,18341.55
769,2016-09-18,14436.90
770,2016-09-19,8283.90
771,2016-09-20,8376.82
772,2016-09-21,7993.01
773,2016-09-22,9636.00
774,2016-09-23,13215.10
775,2016-09-24,20286.32
776,2016-09-25,16019.10
777,2016-09-26,7601.10
778,2016-09-27,7302.90
779,2016-09-28,7900.31
780,2016-09-29,8345.65
781,2016-09-30,11584.81
782,2016-10-01,18071.46
783,2016-10-02,11168.60
784,2016-10-03,8697.62
785,2016-10-04,8356.70
786,2016-10-05,9626.10
787,2016-10-06,9835.81
788,2016-10-07,15208.30
789,2016-10-08,21717.23
790,2016-10-09,17838.60
791,2016-10-10,9954.62
792,2016-10-11,12227.51
793,2016-10-12,25660.51
794,2016-10-13,8706.42
795,2016-10-14,13905.80
796,2016-10-15,19570.87
797,2016-10-16,15371.57
798,2016-10-17,9017.71
799,2016-10-18,8665.66
800,2016-10-19,9616.82
801,2016-10-20,10246.90
802,2016-10-21,12190.22
803,2016-10-22,18768.22
804,2016-10-23,16945.66
805,2016-10-24,6702.80
806,2016-10-25,9258.05
807,2016-10-26,8239.53
808,2016-10-27,8430.81
809,2016-10-28,12841.38
810,2016-10-29,18745.40
811,2016-10-30,13472.04
812,2016-10-31,9099.80
813,2016-11-01,10982.70
814,2016-11-02,9652.90
815,2016-11-03,9616.75
816,2016-11-04,11912.30
817,2016-11-05,19028.21
818,2016-11-06,16293.90
819,2016-11-07,9952.90
820,2016-11-08,11265.62
821,2016-11-09,9542.22
822,2016-11-10,10028.20
823,2016-11-11,13746.90
824,2016-11-12,18474.46
825,2016-11-13,16855.20
826,2016-11-14,12578.50
827,2016-11-15,15295.20
828,2016-11-16,7874.21
829,2016-11-17,10037.31
830,2016-11-18,11546.81
831,2016-11-19,19399.00
832,2016-11-20,18240.30
833,2016-11-21,9988.82
834,2016-11-22,9386.92
835,2016-11-23,10767.75
836,2016-11-24,10210.70
837,2016-11-25,21166.40
838,2016-11-26,22710.70
839,2016-11-27,16650.80
840,2016-11-28,8967.10
841,2016-11-29,8248.49
842,2016-11-30,9776.41
843,2016-12-01,12282.59
844,2016-12-02,14724.20
845,2016-12-03,22232.50
846,2016-12-04,17578.30
847,2016-12-05,9515.65
848,2016-12-06,10574.69
849,2016-12-07,11134.63
850,2016-12-08,12286.22
851,2016-12-09,15970.73
852,2016-12-10,21734.11
853,2016-12-11,19943.80
854,2016-12-12,10580.79
855,2016-12-13,11823.05
856,2016-12-14,12661.34
857,2016-12-15,12260.65
858,2016-12-16,15172.15
859,2016-12-17,25116.41
860,2016-12-18,21228.30
861,2016-12-19,14572.65
862,2016-12-20,15313.90
863,2016-12-21,16285.64
864,2016-12-22,18887.10
865,2016-12-23,21253.80
866,2016-12-24,14937.80
867,2016-12-25,935.20
868,2016-12-26,18414.32
869,2016-12-27,15667.71
870,2016-12-28,17125.36
871,2016-12-29,18422.55
872,2016-12-30,21298.00
873,2016-12-31,16073.21
874,2017-01-01,24882.01
875,2017-01-02,17499.70
876,2017-01-03,13580.76
877,2017-01-04,15042.63
878,2017-01-05,15355.37
879,2017-01-06,19549.70
880,2017-01-07,21519.85
881,2017-01-08,20937.80
882,2017-01-09,12900.31
883,2017-01-10,12172.52
884,2017-01-11,13642.27
885,2017-01-12,12042.91
886,2017-01-13,16045.40
887,2017-01-14,21243.81
888,2017-01-15,17943.10
889,2017-01-16,13574.30
890,2017-01-17,10905.30
891,2017-01-18,13057.70
892,2017-01-19,12839.80
893,2017-01-20,16880.06
894,2017-01-21,20085.90
895,2017-01-22,17430.41
896,2017-01-23,11143.02
897,2017-01-24,9495.85
898,2017-01-25,9970.25
899,2017-01-26,9678.60
900,2017-01-27,13011.84
901,2017-01-28,19263.20
902,2017-01-29,17715.40
903,2017-01-30,9298.30
904,2017-01-31,10518.36
905,2017-02-01,9757.80
906,2017-02-02,10734.90
907,2017-02-03,13321.90
908,2017-02-04,17543.11
909,2017-02-05,18164.90
910,2017-02-06,9719.60
911,2017-02-07,10547.60
912,2017-02-08,10058.73
913,2017-02-09,10544.96
914,2017-02-10,13861.80
915,2017-02-11,18970.93
916,2017-02-12,17011.01
917,2017-02-13,9612.50
918,2017-02-14,9161.21
919,2017-02-15,9246.34
920,2017-02-16,11011.57
921,2017-02-17,13417.20
922,2017-02-18,19111.30
923,2017-02-19,18710.80
924,2017-02-20,9607.11
925,2017-02-21,9602.70
926,2017-02-22,9726.51
927,2017-02-23,10328.60
928,2017-02-24,14579.86
929,2017-02-25,17970.30
930,2017-02-26,12484.50
931,2017-02-27,13729.40
932,2017-02-28,11812.41
933,2017-03-01,14741.25
934,2017-03-02,10944.55
935,2017-03-03,13200.95
936,2017-03-04,20580.27
937,2017-03-05,19765.95
938,2017-03-06,10270.40
939,2017-03-07,10714.88
940,2017-03-08,13261.85
941,2017-03-09,10759.90
942,2017-03-10,14297.05
943,2017-03-11,22988.10
944,2017-03-12,19976.31
945,2017-03-13,10670.73
946,2017-03-14,8851.15
947,2017-03-15,9258.75
948,2017-03-16,11064.61
949,2017-03-17,16397.90
950,2017-03-18,20450.41
951,2017-03-19,13259.10
952,2017-03-20,9864.86
953,2017-03-21,9917.54
954,2017-03-22,10685.25
955,2017-03-23,10477.30
956,2017-03-24,16767.70
957,2017-03-25,19396.50
958,2017-03-26,18072.31
959,2017-03-27,8630.91
960,2017-03-28,8497.05
961,2017-03-29,9426.50
962,2017-03-30,10460.51
963,2017-03-31,14233.77
964,2017-04-01,23977.45
965,2017-04-02,18059.62
966,2017-04-03,11012.30
967,2017-04-04,10312.50
968,2017-04-05,9648.96
969,2017-04-06,11140.43
970,2017-04-07,14801.91
971,2017-04-08,23027.21
972,2017-04-09,21906.40
973,2017-04-10,11775.60
974,2017-04-11,10643.61
975,2017-04-12,11542.81
976,2017-04-13,15626.95
977,2017-04-14,7219.76
978,2017-04-15,23708.20
979,2017-04-16,11499.70
980,2017-04-17,10073.20
981,2017-04-18,8565.60
982,2017-04-19,9803.92
983,2017-04-20,10516.95
984,2017-04-21,19680.50
985,2017-04-22,20202.45
986,2017-04-23,17687.60
987,2017-04-24,8904.00
988,2017-04-25,8776.20
989,2017-04-26,9228.82
990,2017-04-27,10741.40
991,2017-04-28,14362.22
992,2017-04-29,22878.50
993,2017-04-30,21633.30
994,2017-05-01,11116.97
995,2017-05-02,10289.07
996,2017-05-03,9571.21
997,2017-05-04,10894.51
998,2017-05-05,15046.10
