index,data,valor
151,2017-03-08,16605.8
152,2017-03-09,3954.61
153,2017-03-10,16477.4
154,2017-03-11,32057.02
155,2017-03-12,104233.21
156,2017-03-15,18032.37
157,2017-03-16,8188.16
158,2017-03-17,18439.12
159,2017-03-18,196344.06
160,2017-03-19,123454.68
161,2017-03-22,10898.71
162,2017-03-23,5001.7
163,2017-03-24,1692.9
164,2017-03-25,29219.22
165,2017-03-26,73906.21
166,2017-03-29,15156.71
167,2017-03-30,6777.5
168,2017-03-31,104451.41
169,2017-04-01,17283.66
170,2017-04-02,67406.11
171,2017-04-04,38444.38
172,2017-04-06,18398.6
173,2017-04-07,18167.36
174,2017-04-08,99895.55
175,2017-04-09,104111.96
176,2017-04-12,28040.36
177,2017-04-13,28622.05
178,2017-04-14,25327.66
179,2017-04-15,12130.25
180,2017-04-16,33179.61
181,2017-04-19,13643.65
182,2017-04-20,10768.06
183,2017-04-21,17195.72
184,2017-04-22,19382.07
185,2017-04-23,66544.11
186,2017-04-26,12941.98
187,2017-04-27,5816.88
188,2017-04-28,10036.25
189,2017-04-29,10088.91
190,2017-04-30,146188.51
191,2017-05-01,9845.6
192,2017-05-03,8317.45
193,2017-05-04,6756.21
194,2017-05-05,12243.9
195,2017-05-06,115372.05
196,2017-05-07,80620.5
197,2017-05-10,17470.64
198,2017-05-11,16631.1
199,2017-05-12,17843.85
200,2017-05-13,73509.2
201,2017-05-14,67085.3
202,2017-05-17,17709.06
203,2017-05-18,7175.06
204,2017-05-19,18635.3
205,2017-05-20,62517
206,2017-05-21,94799.05
207,2017-05-24,20036.5
208,2017-05-25,6926.61
209,2017-05-26,15719.91
210,2017-05-27,76071.3
211,2017-05-28,57752.6
212,2017-05-31,32249.81
213,2017-06-01,5242.9
214,2017-06-02,13126.6
215,2017-06-03,53026.61
216,2017-06-04,120846.95
217,2017-06-07,22360.8
218,2017-06-08,10062.25
219,2017-06-09,18591.8
220,2017-06-10,31028.76
221,2017-06-11,117019.82
222,2017-06-14,21054.61
223,2017-06-15,27057.76
224,2017-06-16,7224.01
225,2017-06-17,108155.11
226,2017-06-18,50874.65
227,2017-06-21,12030.55
228,2017-06-22,8393.2
229,2017-06-23,13837.12
230,2017-06-24,27945.91
231,2017-06-25,64575.81
232,2017-06-28,17804.59
233,2017-06-29,13412.16
234,2017-06-30,8429.91
235,2017-07-01,44287.91
236,2017-07-02,69592.32
237,2017-07-05,24564.3
238,2017-07-06,19027.75
239,2017-07-07,13730.1
240,2017-07-08,44140
241,2017-07-09,94427.82
242,2017-07-12,19206.27
243,2017-07-13,12706.56
244,2017-07-14,11586.76
245,2017-07-15,69513.92
246,2017-07-16,116227.81
247,2017-07-19,110177.2
248,2017-07-20,12155.3
249,2017-07-21,7897.2
250,2017-07-22,24082.93
251,2017-07-23,26322.1
252,2017-07-25,2324.4
253,2017-07-26,26885.36
254,2017-07-27,8706.47
255,2017-07-28,10516.65
256,2017-07-29,17524.61
257,2017-07-30,103471.16
258,2017-08-02,13974.36
259,2017-08-03,9368.91
260,2017-08-04,16737.4
261,2017-08-05,23051.31
262,2017-08-06,46002.2
263,2017-08-09,17793.31
264,2017-08-10,10121.16
265,2017-08-11,15693.63
266,2017-08-12,24636.21
267,2017-08-13,84565.82
268,2017-08-14,2328.98
269,2017-08-15,10898.41
270,2017-08-16,11426.21
271,2017-08-17,11106.41
272,2017-08-18,6719.3
273,2017-08-19,34042.68
274,2017-08-20,58467.97
275,2017-08-23,15414.01
276,2017-08-24,10913.62
277,2017-08-25,9854.22
278,2017-08-27,100795.81
279,2017-08-31,7640.31
280,2017-09-01,23307.11
281,2017-09-02,139017.61
282,2017-09-03,63586.38
283,2017-09-06,25709.31
284,2017-09-07,30569.62
285,2017-09-09,25965.84
286,2017-09-10,97468.77
287,2017-09-13,12559.06
288,2017-09-14,7196.46
289,2017-09-15,38311.3
290,2017-09-16,19855.75
291,2017-09-17,85640.26
292,2017-09-20,15277.85
293,2017-09-21,8647.39
294,2017-09-22,34849.44
295,2017-09-23,12957.35
296,2017-09-24,79659.39
297,2017-09-27,10250.9
298,2017-09-28,8293.6
299,2017-09-29,56733.77
300,2017-09-30,12736.76
301,2017-10-01,125773.26
302,2017-10-04,17035.67
303,2017-10-05,11022.31
304,2017-10-06,45249.75
305,2017-10-07,24195.91
306,2017-10-08,82151.35
307,2017-10-11,25486.27
308,2017-10-12,33778.7
309,2017-10-13,94790.21
310,2017-10-14,28840.21
311,2017-10-15,89150.18
312,2017-10-18,12654.11
313,2017-10-19,6943.25
314,2017-10-20,68889.19
315,2017-10-21,19064.51
316,2017-10-22,121259.43
317,2017-10-25,13830.9
318,2017-10-26,4850.32
319,2017-10-29,68054.05
320,2017-11-01,37376.92
321,2017-11-02,23409.11
322,2017-11-03,13569.2
323,2017-11-04,15788.4
324,2017-11-05,150645.04
325,2017-11-08,10280.75
326,2017-11-09,10471
327,2017-11-10,48829.79
328,2017-11-11,18821.5
329,2017-11-12,141636.69
330,2017-11-15,28219.64
331,2017-11-16,9520
332,2017-11-17,45742.69
333,2017-11-19,83130.46
334,2017-11-22,12606.31
335,2017-11-23,10357.4
336,2017-11-24,7015.55
337,2017-11-25,39701.7
338,2017-11-26,130590.71
339,2017-11-29,13293.15
340,2017-11-30,3374.6
341,2017-12-01,33793.95
342,2017-12-02,92392.93
343,2017-12-03,63995.05
344,2017-12-05,28700
345,2017-12-06,14697.66
346,2017-12-07,3750.9
347,2017-12-08,28924.14
348,2017-12-09,16876.1
349,2017-12-10,149426.31
350,2017-12-13,15538.46
351,2017-12-14,6222.86
352,2017-12-15,26130.8
353,2017-12-16,10366
354,2017-12-17,112153.3
355,2017-12-20,18869.94
356,2017-12-21,5088.9
357,2017-12-22,49271.46
358,2017-12-23,9361.21
359,2017-12-24,112681.61
360,2017-12-25,6740
361,2017-12-27,24569.21
362,2017-12-28,24094.99
363,2017-12-29,98662.46
364,2017-12-30,99745.9
365,2017-12-31,61790.9
366,2018-01-03,33285.66
367,2018-01-04,14355.3
368,2018-01-05,58198.41
369,2018-01-06,23219.31
370,2018-01-07,89174.89
371,2018-01-10,23231.41
372,2018-01-11,7708.72
373,2018-01-12,35885.8
374,2018-01-13,13387.51
375,2018-01-14,83992.99
376,2018-01-17,21533.66
377,2018-01-18,4900.7
378,2018-01-19,32356.2
379,2018-01-20,13565.7
380,2018-01-21,74321.31
381,2018-01-24,14610.86
382,2018-01-25,6582.2
383,2018-01-26,34965.15
384,2018-01-27,11418.06
385,2018-01-28,66729.21
386,2018-01-31,15294.35
387,2018-02-01,5105.1
388,2018-02-02,11306.85
389,2018-02-03,4587
390,2018-02-04,51521.46
391,2018-02-06,53271.05
392,2018-02-07,10460.1
393,2018-02-08,4650
394,2018-02-09,21984
395,2018-02-10,67828.91
396,2018-02-11,91575.3
397,2018-02-12,6646.4
398,2018-02-13,5983.1
399,2018-02-14,5961.25
400,2018-02-15,2913.3
401,2018-02-16,12022.27
402,2018-02-17,10428.51
403,2018-02-18,35981.9
404,2018-02-21,11268.67
405,2018-02-22,1849.1
406,2018-02-23,23176.2
407,2018-02-25,67689.1
408,2018-02-28,10906.7
409,2018-03-01,5440.6
410,2018-03-02,35560.2
411,2018-03-04,74126.4
412,2018-03-07,11757.9
413,2018-03-08,14289
414,2018-03-09,21883.31
415,2018-03-10,24386
416,2018-03-11,72032
417,2018-03-12,0.06
418,2018-03-13,0.02
419,2018-03-14,12335.25
420,2018-03-15,11092.2
421,2018-03-16,31982
422,2018-03-17,14576.7
423,2018-03-18,35417.6
424,2018-03-21,3046
425,2018-03-22,12825.6
426,2018-03-23,36765.91
427,2018-03-24,5728.2
428,2018-03-25,60130.8
429,2018-03-28,16332.75
430,2018-03-29,8149.5
431,2018-03-30,12126.8
432,2018-03-31,14331.9
433,2018-04-01,47337.7
434,2018-04-04,12564.45
435,2018-04-05,12053.1
436,2018-04-06,36875.39
437,2018-04-07,17305.95
438,2018-04-08,61262.82
439,2018-04-11,7875.5
440,2018-04-12,7269.9
441,2018-04-13,22762.9
442,2018-04-14,31186.2
443,2018-04-15,51868.4
444,2018-04-16,32029.9
445,2018-04-18,15618.95
446,2018-04-19,5956.2
447,2018-04-20,44299.97
448,2018-04-21,14811.5
449,2018-04-22,153539.6
450,2018-04-25,8999.45
451,2018-04-26,9219.9
452,2018-04-27,19690.69
453,2018-04-28,14934.6
454,2018-04-29,82429.46
455,2018-04-30,120662.65
456,2018-05-01,10694.8
457,2018-05-02,7588.7
458,2018-05-03,5921.1
459,2018-05-04,20014.34
460,2018-05-05,13663.3
461,2018-05-06,50841.55
462,2018-05-08,44075.6
463,2018-05-09,10072.8
464,2018-05-10,5027.2
465,2018-05-11,30784.95
466,2018-05-12,16375.2
467,2018-05-13,52827.9
468,2018-05-16,12950.95
469,2018-05-17,3919.2
470,2018-05-18,27544.87
471,2018-05-19,116429.15
472,2018-05-20,37092.39
473,2018-05-23,11170.95
474,2018-05-24,15472.2
475,2018-05-25,17442.4
476,2018-05-26,9289.3
477,2018-05-27,68181.3
478,2018-05-30,20163.65
479,2018-05-31,21077
480,2018-06-01,33258.79
481,2018-06-02,18778.5
482,2018-06-03,92839.3
483,2018-06-06,16714.4
484,2018-06-07,11881.37
485,2018-06-08,18163.5
486,2018-06-09,21185.5
487,2018-06-10,60323.5
488,2018-06-12,42747.26
489,2018-06-13,13039.45
490,2018-06-14,7533.56
491,2018-06-15,21004.5
492,2018-06-16,14247.65
493,2018-06-17,79051.2
494,2018-06-18,12775.4
495,2018-06-20,11747.2
496,2018-06-21,16415.3
497,2018-06-22,74946.4
498,2018-06-23,11162.35
499,2018-06-24,54932.9
500,2018-06-27,27827.2
501,2018-06-28,6396.5
502,2018-06-29,7345.75
503,2018-06-30,84730.4
504,2018-07-01,10871.8
505,2018-07-02,22438.28
506,2018-07-04,13233.77
507,2018-07-05,9127.8
508,2018-07-06,96820.5
509,2018-07-07,11860.5
510,2018-07-08,78575.2
511,2018-07-11,18630.75
512,2018-07-12,12478.7
513,2018-07-13,16649.35
514,2018-07-14,18013.18
515,2018-07-15,68874.45
516,2018-07-18,22491.3
517,2018-07-19,15618.21
518,2018-07-20,16915.1
519,2018-07-21,21870.9
520,2018-07-22,73683.7
521,2018-07-25,106912.45
522,2018-07-26,5217.8
523,2018-07-27,19583.28
524,2018-07-28,20783.2
525,2018-07-29,30851.5
526,2018-08-01,16025.35
527,2018-08-02,11999.5
528,2018-08-03,12764.8
529,2018-08-04,20694.36
530,2018-08-05,77401.7
531,2018-08-08,11540.9
532,2018-08-09,11582.9
533,2018-08-10,14238.3
534,2018-08-12,89895.95
535,2018-08-14,63964.3
536,2018-08-15,20807.55
537,2018-08-16,11219.2
538,2018-08-17,31173.9
539,2018-08-18,21213.8
540,2018-08-19,70020.9
541,2018-08-22,18669.2
542,2018-08-23,9535.8
543,2018-08-24,15947.16
544,2018-08-26,74479.35
545,2018-08-29,12159.05
546,2018-08-30,9375.5
547,2018-08-31,75441.2
548,2018-09-01,21439.4
549,2018-09-02,141574.36
550,2018-09-05,19460.65
551,2018-09-07,20131.35
552,2018-09-09,73321.95
553,2018-09-12,10817.6
554,2018-09-13,7501.4
555,2018-09-14,14632.2
556,2018-09-15,18657.3
557,2018-09-16,91669.4
558,2018-09-19,15572.05
559,2018-09-20,11448.55
560,2018-09-21,32258.55
561,2018-09-22,17948.5
562,2018-09-23,99973.9
563,2018-09-26,13598.15
564,2018-09-27,9937.2
565,2018-09-28,21288.81
566,2018-09-29,20712.3
567,2018-09-30,85709.6
568,2018-10-03,15895.5
569,2018-10-04,9273
570,2018-10-05,16079.25
571,2018-10-06,29740.6
572,2018-10-07,45392.7
573,2018-10-10,15858.59
574,2018-10-11,10426.85
575,2018-10-12,49380
576,2018-10-13,1006
577,2018-10-14,117363.6
578,2018-10-17,13757
579,2018-10-18,8507.8
580,2018-10-19,11581.7
581,2018-10-20,26245.9
582,2018-10-21,78560.85
583,2018-10-24,17529.25
584,2018-10-25,7865.8
585,2018-10-26,64380.3
586,2018-10-27,17235.1
587,2018-10-28,62124.4
588,2018-10-31,17325.9
